712243945347149824,isis,,,,,1,2016-03-22 11:46:04
607197921164062720,guns,,,,,1,2015-06-06 14:50:40
578401718960013312,guns,,,,,1,2015-03-19 03:44:50
578265482446417920,guns,,,,,1,2015-03-18 18:43:29
575425417030602753,guns,,,,,1,2015-03-10 22:38:04
572781109366411264,immig,,,,,1,2015-03-03 15:30:32
572780608344207360,immig,,,,,1,2015-03-03 15:28:33
536205604792963073,immig,,,,,1,2014-11-22 17:12:33
535819527573876737,immig,,,,,1,2014-11-21 15:38:25
524355788408901634,aca,,,,,1,2014-10-21 00:25:36
520312481622032384,guns,,,,,1,2014-10-09 20:38:57
512315469454647297,aca,,,,,1,2014-09-17 19:01:40
494830989202296832,immig,,,,,1,2014-07-31 13:04:36
491677447947948033,isis,,,,,1,2014-07-22 20:13:33
482297310580191233,immig,,,,,1,2014-06-26 23:00:14
481875063306981376,immig,,,,,1,2014-06-25 19:02:22
479715429959892992,immig,,,,,1,2014-06-19 20:00:45
479019868797153280,immig,,,,,1,2014-06-17 21:56:51
448818319253315584,aca,,,,,1,2014-03-26 13:46:40
423879375084601344,aca,,,,,1,2014-01-16 18:08:12
422815668283928577,aca,,,,,1,2014-01-13 19:41:25
421615566843936768,aca,,,,,1,2014-01-10 12:12:39
421360370293698560,aca,,,,,1,2014-01-09 19:18:35
420726658833072129,aca,,,,,1,2014-01-08 01:20:26
420642607812075520,aca,,,,,1,2014-01-07 19:46:27
420593505611026432,aca,,,,,1,2014-01-07 16:31:20
420225494270087168,aca,,,,,1,2014-01-06 16:08:59
413320872876052481,aca,,,,,1,2013-12-18 14:52:29
411212856844357632,aca,,,,,1,2013-12-12 19:15:59
410916378011787264,aca,,,,,1,2013-12-11 23:37:53
410830098468995072,aca,,,,,1,2013-12-11 17:55:02
410790063866261504,aca,,,,,1,2013-12-11 15:15:57
410491756279767040,aca,,,,,1,2013-12-10 19:30:35
409091155042000896,aca,,,,,1,2013-12-06 22:45:06
409018095559540736,aca,,,,,1,2013-12-06 17:54:47
409014970211237888,aca,,,,,1,2013-12-06 17:42:22
408376431195226112,aca,,,,,1,2013-12-04 23:25:03
408314607070367745,aca,,,,,1,2013-12-04 19:19:23
408293433678499840,aca,,,,,1,2013-12-04 17:55:14
408261215505633281,aca,,,,,1,2013-12-04 15:47:13
407973439358906368,aca,,,,,1,2013-12-03 20:43:42
405828381213999105,aca,,,,,1,2013-11-27 22:40:00
403624765732425728,aca,,,,,1,2013-11-21 20:43:37
403622557628129280,guns,,,,,1,2013-11-21 20:34:51
402482227558514688,aca,,,,,1,2013-11-18 17:03:35
401495559724613632,aca,,,,,1,2013-11-15 23:42:55
396311073248534528,aca,,,,,1,2013-11-01 16:21:37
395948509826125825,aca,,,,,1,2013-10-31 16:20:55
395262097485221888,aca,,,,,1,2013-10-29 18:53:22
395213495094214656,aca,,,,,1,2013-10-29 15:40:14
395008511828295681,aca,,,,,1,2013-10-29 02:05:42
393822204955471872,aca,,,,,1,2013-10-25 19:31:45
393796385897996288,aca,,,,,1,2013-10-25 17:49:09
393501081894137858,aca,,,,,1,2013-10-24 22:15:43
393474904659881985,aca,,,,,1,2013-10-24 20:31:42
393459693060116480,aca,,,,,1,2013-10-24 19:31:15
393439728374407169,aca,,,,,1,2013-10-24 18:11:55
393157746616717312,aca,,,,,1,2013-10-23 23:31:25
390197930483011584,aca,,,,,1,2013-10-15 19:30:10
390194807920140289,aca,,,,,1,2013-10-15 19:17:46
388049808696836097,aca,,,,,1,2013-10-09 21:14:18
385477484650987521,aca,,,,,1,2013-10-02 18:52:48
385128528775499776,aca,,,,,1,2013-10-01 19:46:11
384796077515620352,aca,,,,,1,2013-09-30 21:45:08
384786009634115584,aca,,,,,1,2013-09-30 21:05:08
384765233199599616,aca,,,,,1,2013-09-30 19:42:34
384730759761629186,aca,,,,,1,2013-09-30 17:25:35
384697776900435968,aca,,,,,1,2013-09-30 15:14:32
358700264640897024,aca,,,,,1,2013-07-20 21:29:42
358258458388217856,aca,,,,,1,2013-07-19 16:14:07
358221993134395392,aca,,,,,1,2013-07-19 13:49:13
351383937685274627,immig,,,,,1,2013-06-30 16:57:13
351357018902237185,immig,,,,,1,2013-06-30 15:10:15
345981811538657280,aca,,,,,1,2013-06-15 19:11:06
344157940426604545,aca,,,,,1,2013-06-10 18:23:41
344145073539276800,aca,,,,,1,2013-06-10 17:32:34
337323094819602432,aca,,,,,1,2013-05-22 21:44:27
336954161449029632,aca,,,,,1,2013-05-21 21:18:27
336597904116547584,guns,,,,,1,2013-05-20 21:42:48
335407227231928321,aca,,,,,1,2013-05-17 14:51:29
334819965326733312,aca,,,,,1,2013-05-15 23:57:55
334699712038977536,aca,,,,,1,2013-05-15 16:00:04
334327974629367808,aca,,,,,1,2013-05-14 15:22:55
333312141018931200,aca,,,,,1,2013-05-11 20:06:21
331452950239137792,immig,,,,,1,2013-05-06 16:58:36
329631270642528256,immig,,,,,1,2013-05-01 16:19:53
329232112706273280,aca,,,,,1,2013-04-30 13:53:47
325310353300926464,aca,,,,,1,2013-04-19 18:10:06
316994316172144641,immig,,,,,1,2013-03-27 19:25:09
297013887855886337,guns,,,,,1,2013-01-31 16:10:03
293839760122843136,abort,,,,,1,2013-01-22 21:57:12
293809042005032960,abort,,,,,1,2013-01-22 19:55:08
293725902074945537,abort,,,,,1,2013-01-22 14:24:46
