747455430058741760,abort,,5,4,,2,2016-06-27 15:43:56
747454502584868864,abort,,5,4,,2,2016-06-27 15:40:15
747106434416971779,lgbt,,4,10,,2,2016-06-26 16:37:09
746337034697117696,immig,,9,,,2,2016-06-24 13:39:50
746010660761374720,immig,,10,,,2,2016-06-23 16:02:56
746007989723725824,immig,,9,12,,2,2016-06-23 15:52:19
746007346850242564,immig,,5,,,2,2016-06-23 15:49:46
746006344382164992,immig,,9,,,2,2016-06-23 15:45:47
746005983651053568,immig,,10,,,2,2016-06-23 15:44:21
746005812083036161,immig,,13,,,2,2016-06-23 15:43:40
746005563583127556,immig,,9,12,,2,2016-06-23 15:42:41
745808671993696256,guns,,12,,,2,2016-06-23 02:40:18
745756778529492993,guns,,13,12,,2,2016-06-22 23:14:06
745754975872114688,guns,,6,13,,2,2016-06-22 23:06:56
745745169203499008,aca,,8,,,2,2016-06-22 22:27:58
745704423310135296,guns,,11,,,2,2016-06-22 19:46:03
745702858088128513,isis,,7,,,2,2016-06-22 19:39:50
745678244641411073,guns,,7,12,,2,2016-06-22 18:02:02
745676386120110084,guns,,11,9,,2,2016-06-22 17:54:39
745675429676191744,guns,,6,9,,2,2016-06-22 17:50:51
745674450994102272,guns,,12,,,2,2016-06-22 17:46:57
745382973818703872,guns,,12,,,2,2016-06-21 22:28:44
745032506148167680,guns,,12,3,,2,2016-06-20 23:16:06
745032265768435714,guns,,11,,,2,2016-06-20 23:15:08
744992656162455555,guns,,12,,,2,2016-06-20 20:37:45
744881516296146946,guns,,9,16,,2,2016-06-20 13:16:07
744655037180297217,immig,,9,10,,2,2016-06-19 22:16:10
744654875691192320,immig,,10,13,,2,2016-06-19 22:15:32
744199620448948224,guns,,9,17,,2,2016-06-18 16:06:30
744199467193278464,guns,,7,16,,2,2016-06-18 16:05:54
743896991399219200,guns,,12,,,2,2016-06-17 20:03:58
743896808254910464,guns,,7,,,2,2016-06-17 20:03:14
743896663362670593,guns,,12,,,2,2016-06-17 20:02:40
743866562692714500,guns,lgbt,4,12,,2,2016-06-17 18:03:03
743866378864693249,lgbt,,4,6,11,2,2016-06-17 18:02:19
743865947786715136,guns,,12,,,2,2016-06-17 18:00:36
743853547297644544,guns,,7,,,2,2016-06-17 17:11:20
743835154213396480,lgbt,,16,,,2,2016-06-17 15:58:15
743835089239478272,lgbt,,4,,,2,2016-06-17 15:57:59
743826546226507776,guns,,12,,,2,2016-06-17 15:24:02
743568102781239297,guns,,9,8,,2,2016-06-16 22:17:05
743544434588028928,guns,,6,12,,2,2016-06-16 20:43:02
743499960948240385,guns,,9,13,,2,2016-06-16 17:46:18
743493301408501760,guns,,7,,,2,2016-06-16 17:19:51
743489868219748352,guns,,16,9,,2,2016-06-16 17:06:12
743443702257958917,guns,,7,9,12,2,2016-06-16 14:02:45
743303700723052544,guns,,12,,,2,2016-06-16 04:46:26
743232363560321024,immig,,12,,,2,2016-06-16 00:02:58
743232325954248704,immig,,1,9,,2,2016-06-16 00:02:49
743231762529198081,immig,,12,16,,2,2016-06-16 00:00:35
