745949320927666176,guns,,3,9,,2,2016-06-23 11:59:11
745717018947629056,guns,,17,,,2,2016-06-22 20:36:06
745702917060042753,guns,,3,,,2,2016-06-22 19:40:04
745652560434991104,guns,,3,9,11,2,2016-06-22 16:19:58
745652145429553152,guns,,17,11,,2,2016-06-22 16:18:19
745647665560584192,guns,,12,,,2,2016-06-22 16:00:31
745644565433028608,guns,,12,,,2,2016-06-22 15:48:12
745644126998269954,guns,,17,,,2,2016-06-22 15:46:27
745643210509258752,guns,,10,17,,2,2016-06-22 15:42:49
742077767739658240,guns,,17,,,2,2016-06-12 19:35:01
733071858887708673,isis,,1,,,2,2016-05-18 23:08:45
684805203904839680,guns,,3,,,2,2016-01-06 18:34:18
684499220263530497,guns,,17,,,2,2016-01-05 22:18:26
684452760994070529,guns,,5,7,,2,2016-01-05 19:13:49
672174896559038465,guns,,10,,,2,2015-12-02 22:05:58
672143424343117825,guns,,7,6,,2,2015-12-02 20:00:54
649681838580047872,guns,,9,,,2,2015-10-01 20:26:35
639819330922913792,isis,,14,,,2,2015-09-04 15:16:30
636585268334563328,guns,,7,,,2,2015-08-26 17:05:29
614520784854188032,guns,,17,,,2,2015-06-26 19:49:07
614437813992468480,lgbt,,4,,,2,2015-06-26 14:19:25
614096028652994560,aca,,13,,,2,2015-06-25 15:41:17
614095860494913537,aca,,12,10,,2,2015-06-25 15:40:37
611595896812380160,guns,,6,11,,2,2015-06-18 18:06:39
611595600841306112,guns,,17,,,2,2015-06-18 18:05:28
600731636712525824,lgbt,,4,,,2,2015-05-19 18:35:57
600730242081230848,lgbt,,4,9,,2,2015-05-19 18:30:25
590904313368748032,aca,,5,,,2,2015-04-22 15:45:41
562631765563830272,aca,,12,,,2,2015-02-03 15:20:40
553275209697210370,aca,,13,,,2,2015-01-08 19:41:04
544507900883132416,aca,,15,,,2,2014-12-15 15:02:54
536928881199312896,immig,,12,5,,2,2014-11-24 17:06:35
535605672784969729,immig,,12,,,2,2014-11-21 01:28:38
519205620982239232,lgbt,,4,5,,2,2014-10-06 19:20:41
500005135893143552,guns,,6,4,,2,2014-08-14 19:44:48
489136085935874048,immig,,10,,,2,2014-07-15 19:55:05
489099404650237952,immig,,10,,,2,2014-07-15 17:29:19
489036954819104768,immig,,3,9,,2,2014-07-15 13:21:10
487607865897926656,lgbt,,4,5,,2,2014-07-11 14:42:29
484148358835994626,immig,,13,,,2,2014-07-02 01:35:38
483628626387021826,abort,,13,,,2,2014-06-30 15:10:24
482174258005938176,immig,,12,,,2,2014-06-26 14:51:16
450643204816535553,aca,,8,4,3,2,2014-03-31 14:38:07
428587685863649280,guns,,17,,,2,2014-01-29 17:57:21
392319938243067904,aca,,16,,,2,2013-10-21 16:02:16
387686060446076928,immig,,13,,,2,2013-10-08 21:08:54
363046492883255297,aca,,16,,,2,2013-08-01 21:20:03
349937351922966528,lgbt,,4,,,2,2013-06-26 17:09:01
335110067760291840,aca,,8,,,2,2013-05-16 19:10:40
335068798711369728,aca,,13,12,,2,2013-05-16 16:26:41
335062876773552128,aca,,12,,,2,2013-05-16 16:03:09
324882503284428800,guns,,12,13,,2,2013-04-18 13:49:59
316992251974791169,lgbt,,3,,,2,2013-03-27 19:16:56
