745018014664392706,guns,,7,5,,1,2016-06-20 22:18:31
744920771986923520,guns,,8,,,1,2016-06-20 15:52:06
743524553788432384,guns,,7,10,,1,2016-06-16 19:24:02
743203556497440768,guns,,7,3,13,1,2016-06-15 22:08:30
743183982758494209,guns,,7,5,,1,2016-06-15 20:50:43
743166220224995332,guns,,7,5,10,1,2016-06-15 19:40:08
743064648249946112,guns,lgbt,17,,,1,2016-06-15 12:56:32
742438313097826304,guns,,17,,,1,2016-06-13 19:27:42
741980057812512768,guns,isis,15,,,1,2016-06-12 13:06:45
741979835002654721,guns,lgbt,17,,,1,2016-06-12 13:05:52
740676032487907329,isis,,7,14,17,1,2016-06-08 22:45:01
735859106515451905,aca,,13,,,1,2016-05-26 15:44:17
733431821409636357,isis,,12,,,1,2016-05-19 22:59:07
719552031262949377,isis,,3,,,1,2016-04-11 15:45:47
712302272110338048,isis,,16,,,1,2016-03-22 15:37:50
712268061760471040,isis,,17,,,1,2016-03-22 13:21:53
702191013272621057,isis,,5,7,,1,2016-02-23 17:59:18
686912403368312832,isis,,3,,,1,2016-01-12 14:07:33
677636152174751744,isis,,3,,,1,2015-12-17 23:47:03
672600766025175040,aca,,13,,,1,2015-12-04 02:18:13
672182906060726273,guns,,17,,,1,2015-12-02 22:37:48
666730483791691776,isis,,7,,,1,2015-11-17 21:31:49
666721250115391489,isis,,14,,,1,2015-11-17 20:55:07
666382333935796224,isis,,7,,,1,2015-11-16 22:28:23
666382173981843456,isis,,13,,,1,2015-11-16 22:27:45
666382110752645121,isis,,10,,,1,2015-11-16 22:27:30
666381804887216129,isis,,3,,,1,2015-11-16 22:26:17
666381508303785984,isis,,7,14,,1,2015-11-16 22:25:07
665308485999943680,isis,,3,,,1,2015-11-13 23:21:18
628570389678059520,isis,,3,7,,1,2015-08-04 14:17:13
627172905475047424,isis,,1,13,,1,2015-07-31 17:44:07
623865337109479424,immig,,13,,,1,2015-07-22 14:41:01
620952200764891136,isis,,7,,,1,2015-07-14 13:45:16
614434279985184768,isis,,3,,,1,2015-06-26 14:05:22
614146998141214720,aca,,16,,,1,2015-06-25 19:03:49
614099766365040640,aca,,16,,,1,2015-06-25 15:56:08
611493104508649472,guns,,17,,,1,2015-06-18 11:18:11
605489914621374464,aca,,1,13,,1,2015-06-01 21:43:39
580022905762947073,aca,,13,,,1,2015-03-23 15:06:51
571029581928513536,isis,,17,,,1,2015-02-26 19:30:36
569166947100856320,aca,,1,13,,1,2015-02-21 16:09:09
565608363036512257,guns,,17,,,1,2015-02-11 20:28:36
546474045622198272,guns,,17,,,1,2014-12-21 01:15:40
537617165328064513,aca,,1,13,,1,2014-11-26 14:41:35
535603033380757504,immig,,13,,,1,2014-11-21 01:18:08
535602912396070913,immig,,7,5,13,1,2014-11-21 01:17:39
535602840866418691,immig,,13,,,1,2014-11-21 01:17:22
535602742673539072,immig,,5,,,1,2014-11-21 01:16:59
483666560511655936,abort,,3,12,,1,2014-06-30 17:41:08
467030328528625665,aca,,1,13,,1,2014-05-15 19:54:41
