746056642626732033,immig,,5,12,,1,2016-06-23 19:05:39
742786666570600448,isis,,3,,,1,2016-06-14 18:31:56
742033588242223104,guns,lgbt,17,,,1,2016-06-12 16:39:28
729719877838225410,isis,,12,,,1,2016-05-09 17:09:11
709827384313311232,isis,,3,12,,1,2016-03-15 19:43:31
700068965997899776,isis,,15,,,1,2016-02-17 21:27:02
697147378684596224,isis,,13,,,1,2016-02-09 19:57:42
696419426502057984,immig,,16,,,1,2016-02-07 19:45:04
687303777892831232,isis,,14,,,1,2016-01-13 16:02:44
677969193095077894,immig,,13,,,1,2015-12-18 21:50:26
667418160514117633,isis,,13,12,,1,2015-11-19 19:04:24
666257422328033281,isis,,14,3,,1,2015-11-16 14:12:02
621786493112201217,guns,,17,,,1,2015-07-16 21:00:26
545319537198256128,isis,,14,3,,1,2014-12-17 20:48:03
527826073862823936,isis,,10,,,1,2014-10-30 14:15:17
509457096790667264,isis,,12,,,1,2014-09-09 21:43:31
487241043000451073,isis,,16,,,1,2014-07-10 14:24:51
473540946324627456,isis,,7,,,1,2014-06-02 19:05:34
422745995982548992,isis,,7,,,1,2014-01-13 15:04:34
407996612418760704,aca,,17,,,1,2013-12-03 22:15:47
395308624056041472,aca,,13,,,1,2013-10-29 21:58:15
380029796861747200,aca,,3,,,1,2013-09-17 18:05:38
377210067390447616,isis,,13,14,,1,2013-09-09 23:21:02
370629716966789121,isis,,7,5,,1,2013-08-22 19:33:05
358624938632036352,immig,,16,,,1,2013-07-20 16:30:22
332555567191179265,isis,,1,,,1,2013-05-09 18:00:00
329967062971740160,isis,,7,,,1,2013-05-02 14:34:12
322412638632026112,immig,,1,13,,1,2013-04-11 18:15:37
311521137165217792,isis,,13,,,1,2013-03-12 16:56:41
299243997254262784,isis,,5,,,1,2013-02-06 19:51:43
278938172317130753,isis,,1,14,,1,2012-12-12 19:03:37
216537562620248064,immig,,13,11,,1,2012-06-23 14:25:52
215515769583308802,aca,,12,,,1,2012-06-20 18:45:38
203478720395214848,isis,,13,,,1,2012-05-18 13:34:42
167727535424155649,aca,,13,3,11,1,2012-02-09 21:52:15
104283139035250688,isis,,17,,,1,2011-08-18 20:06:52
101027415324770304,isis,,17,,,1,2011-08-09 20:29:47
90513688271912960,isis,,6,,,1,2011-07-11 20:11:59
88661828409896961,isis,,6,,,1,2011-07-06 17:33:21
73799272075755520,isis,,13,,,1,2011-05-26 17:14:52
73535761688961024,isis,,13,,,1,2011-05-25 23:47:46
73397667648110592,isis,,13,,,1,2011-05-25 14:39:02
65889175605481472,isis,,14,,,1,2011-05-04 21:22:58
65789153199144960,isis,,14,,,1,2011-05-04 14:45:31
65081452609548288,isis,,7,,,1,2011-05-02 15:53:22
62917161475252224,guns,,17,,,1,2011-04-26 16:33:14
53875684468207616,aca,,12,,,1,2011-04-01 17:45:38
36062254176673792,isis,,16,,,1,2011-02-11 14:01:26
32902617197715456,isis,,6,,,1,2011-02-02 20:46:09
28468171849601025,aca,,16,,,1,2011-01-21 15:05:15
