746353603166769152,immig,,5,13,,1,2016-06-24 14:45:40
746012495870033921,guns,isis,7,12,,1,2016-06-23 16:10:13
746005770160996358,isis,,7,12,,1,2016-06-23 15:43:30
745992646280220672,isis,,7,12,,1,2016-06-23 14:51:21
745620398201540608,isis,,7,16,,1,2016-06-22 14:12:10
745030409478676481,isis,,3,12,,1,2016-06-20 23:07:46
745019096165539840,isis,,5,16,,1,2016-06-20 22:22:48
744934128689217536,guns,lgbt,12,,,1,2016-06-20 16:45:11
743892316818149376,isis,,7,,,1,2016-06-17 19:45:23
743493130972971008,isis,,7,,,1,2016-06-16 17:19:10
742115910996119552,guns,lgbt,17,16,,1,2016-06-12 22:06:35
741992117556391937,guns,lgbt,17,,,1,2016-06-12 13:54:41
719505433065562112,isis,,16,,,1,2016-04-11 12:40:37
717356616882995202,immig,,5,12,,1,2016-04-05 14:21:59
713417514416529408,isis,,3,17,,1,2016-03-25 17:29:24
713031051896045569,guns,,17,,,1,2016-03-24 15:53:44
712671130675494912,aca,,13,,,1,2016-03-23 16:03:32
711963732855951361,isis,,17,,,1,2016-03-21 17:12:36
703278717213212672,isis,,7,12,,1,2016-02-26 18:01:27
702178045474504704,isis,,13,,,1,2016-02-23 17:07:46
695653613272698880,isis,,7,,,1,2016-02-05 17:02:00
694929009075974145,isis,,16,,,1,2016-02-03 17:02:41
690629860679684096,abort,,5,3,,1,2016-01-22 20:19:24
688018124629798913,guns,,17,,,1,2016-01-15 15:21:18
686684280353849344,aca,,12,,,1,2016-01-11 23:01:05
684494951275692032,guns,,16,,,1,2016-01-05 22:01:28
677140503155052545,isis,,11,,,1,2015-12-16 14:57:31
676881822614167552,isis,,12,,,1,2015-12-15 21:49:37
675334715986075648,aca,,12,,,1,2015-12-11 15:21:58
674615194107162624,isis,,12,,,1,2015-12-09 15:42:50
674593597610721280,isis,,14,,,1,2015-12-09 14:17:01
674364340456316929,isis,,7,,,1,2015-12-08 23:06:02
674334593747656705,isis,,13,,,1,2015-12-08 21:07:50
672613408341127168,aca,,12,,,1,2015-12-04 03:08:27
672134842444849152,aca,,12,,,1,2015-12-02 19:26:48
671735625452683266,aca,,8,,,1,2015-12-01 17:00:28
671701746469720064,aca,,1,13,,1,2015-12-01 14:45:50
669163634162036736,guns,,17,,,1,2015-11-24 14:40:17
666693516622438401,isis,,17,,,1,2015-11-17 19:04:55
665933812908613633,isis,,7,,,1,2015-11-15 16:46:08
646803621645033474,abort,,16,,,1,2015-09-23 21:49:35
646413937827819520,abort,,12,,,1,2015-09-22 20:01:07
639453541262839808,guns,,17,,,1,2015-09-03 15:02:59
631993382991212544,isis,,15,,,1,2015-08-14 00:58:59
629665299797819392,aca,,1,13,,1,2015-08-07 14:48:00
628323410112872450,abort,,2,12,,1,2015-08-03 21:55:49
626408414898487296,abort,,12,,,1,2015-07-29 15:06:18
623241513544216576,isis,,2,14,,1,2015-07-20 21:22:10
620974035883593728,isis,,13,,,1,2015-07-14 15:12:01
620972300800667649,isis,,13,,,1,2015-07-14 15:05:08
