747467571583033344,abort,,8,4,,2,2016-06-27 16:32:10
747467102848618496,abort,,5,4,,2,2016-06-27 16:30:19
747422356654653440,guns,,7,5,,2,2016-06-27 13:32:30
746036990240489474,immig,,9,,,2,2016-06-23 17:47:33
745829823180857345,guns,,11,,,2,2016-06-23 04:04:21
745828075825414144,guns,,16,3,11,2,2016-06-23 03:57:24
745694926260830208,guns,,12,,,2,2016-06-22 19:08:19
745646373274550272,guns,,7,,,2,2016-06-22 15:55:23
745608758143913984,guns,,11,12,,2,2016-06-22 13:25:55
745442459950297093,guns,,7,,,2,2016-06-22 02:25:06
745245619544072192,isis,,11,7,,2,2016-06-21 13:22:56
743895911869317121,guns,,17,6,,2,2016-06-17 19:59:40
743210183984287744,guns,,12,,,2,2016-06-15 22:34:50
743139074060476416,guns,,13,12,,2,2016-06-15 17:52:16
743137282371231744,guns,,12,,,2,2016-06-15 17:45:09
742823745425965057,guns,,12,,,2,2016-06-14 20:59:16
742823735531601921,guns,,12,,,2,2016-06-14 20:59:14
742089886644195328,guns,,16,,,2,2016-06-12 20:23:10
742089724819607552,guns,,7,9,,2,2016-06-12 20:22:32
742089068796862464,guns,,17,,,2,2016-06-12 20:19:56
742088470999498753,guns,,4,,,2,2016-06-12 20:17:33
738075486354444288,abort,,9,4,5,2,2016-06-01 18:31:23
707217476732452867,abort,,4,5,,2,2016-03-08 14:52:40
703223108434468868,immig,,4,,,2,2016-02-26 14:20:28
689469340052119552,immig,,12,,,2,2016-01-19 15:27:55
687101038424371201,aca,,8,,,2,2016-01-13 02:37:07
684885337513050112,aca,,13,12,,2,2016-01-06 23:52:43
684432282153840641,guns,,12,,,2,2016-01-05 17:52:26
684208545663987713,guns,,9,,,2,2016-01-05 03:03:23
667822550349541376,aca,,4,,,2,2015-11-20 21:51:18
666777104835571712,isis,immig,10,,,2,2015-11-18 00:37:04
665386952976416768,guns,,17,,,2,2015-11-14 04:33:06
665331423050502144,isis,,17,7,,2,2015-11-14 00:52:27
664851821769420800,aca,abort,11,12,,2,2015-11-12 17:06:41
664148458362785793,immig,,16,,,2,2015-11-10 18:31:46
661584563999739904,aca,,9,,,2,2015-11-03 16:43:46
653667055246381056,abort,,12,16,,2,2015-10-12 20:22:25
652182011931676672,abort,,12,,,2,2015-10-08 18:01:23
648891845695696896,abort,,11,,,2,2015-09-29 16:07:26
647114074082381824,immig,,9,,,2,2015-09-24 18:23:12
639490970644574208,abort,,12,,,2,2015-09-03 17:31:43
623965897288454144,aca,,17,,,2,2015-07-22 21:20:37
623925247914475520,immig,,12,,,2,2015-07-22 18:39:05
621754589927342081,aca,,12,,,2,2015-07-16 18:53:40
620927295683997696,isis,,13,,,2,2015-07-14 12:06:18
616990881384632320,lgbt,,4,9,,2,2015-07-03 15:24:23
615521139587162112,lgbt,,4,,,2,2015-06-29 14:04:10
614210880994152452,aca,,8,,,2,2015-06-25 23:17:40
614085956250021888,aca,,5,13,,2,2015-06-25 15:01:15
611541934297980929,guns,,16,,,2,2015-06-18 14:32:13
